date,tournament,level,bestOf,surface,indoor,speed,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_entry,outcome,winner_entry
2010-04-25,Rome Masters,M,3,C,false,42,R16,Rafael Nadal,3,Spain,ESP,3,1,2350,Victor Hanescu,,Romania,ROU,39,-2,1924,6-3 6-2,,,
2010-04-25,Rome Masters,M,3,C,false,42,R32,Rafael Nadal,3,Spain,ESP,3,3,2347,Philipp Kohlschreiber,,Germany,GER,29,-3,2031,6-1 6-3,,,
2010-04-11,Monte Carlo Masters,M,3,C,false,23,F,Rafael Nadal,2,Spain,ESP,3,7,2340,Fernando Verdasco,6,Spain,ESP,12,-7,2169,6-0 6-1,,,
2010-04-11,Monte Carlo Masters,M,3,C,false,23,SF,Rafael Nadal,2,Spain,ESP,3,5,2335,David Ferrer,11,Spain,ESP,17,-5,2123,6-2 6-3,,,
2010-04-11,Monte Carlo Masters,M,3,C,false,23,QF,Rafael Nadal,2,Spain,ESP,3,4,2331,Juan Carlos Ferrero,9,Spain,ESP,16,-5,2106,6-4 6-2,,,
2010-04-11,Monte Carlo Masters,M,3,C,false,23,R16,Rafael Nadal,2,Spain,ESP,3,2,2329,Michael Berrer,,Germany,GER,51,-2,1900,6-0 6-1,,,
2010-04-11,Monte Carlo Masters,M,3,C,false,23,R32,Rafael Nadal,2,Spain,ESP,3,1,2328,Thiemo De Bakker,,Netherlands,NED,77,-2,1845,6-1 6-0,Q,,
2010-03-24,Miami Masters,M,3,H,false,58,SF,Andy Roddick,6,United States,USA,8,15,2232,Rafael Nadal,4,Spain,ESP,4,-14,2342,4-6 6-3 6-3,,,
2010-03-24,Miami Masters,M,3,H,false,58,QF,Rafael Nadal,4,Spain,ESP,4,5,2337,Jo Wilfried Tsonga,8,France,FRA,10,-6,2155,6-3 6-2,,,
2010-03-24,Miami Masters,M,3,H,false,58,R16,Rafael Nadal,4,Spain,ESP,4,4,2333,David Ferrer,15,Spain,ESP,17,-5,2105,7-6(5) 6-4,,,
2010-03-24,Miami Masters,M,3,H,false,58,R32,Rafael Nadal,4,Spain,ESP,4,5,2328,David Nalbandian,,Argentina,ARG,161,-5,2117,6-7(8) 6-2 6-2,WC,,
2010-03-24,Miami Masters,M,3,H,false,58,R64,Rafael Nadal,4,Spain,ESP,4,1,2327,Taylor Dent,,United States,USA,83,-2,1822,6-4 6-3,,,
2010-03-11,Indian Wells Masters,M,3,H,false,56,SF,Ivan Ljubicic,20,Croatia,CRO,26,19,2052,Rafael Nadal,3,Spain,ESP,3,-19,2346,3-6 6-4 7-6(1),,,
2010-03-11,Indian Wells Masters,M,3,H,false,56,QF,Rafael Nadal,3,Spain,ESP,3,3,2343,Tomas Berdych,19,Czech Republic,CZE,25,-3,2064,6-4 7-6(4),,,
2010-03-11,Indian Wells Masters,M,3,H,false,56,R16,Rafael Nadal,3,Spain,ESP,3,3,2340,John Isner,15,United States,USA,20,-3,2022,7-5 3-6 6-3,,,
2010-03-11,Indian Wells Masters,M,3,H,false,56,R32,Rafael Nadal,3,Spain,ESP,3,4,2336,Mario Ancic,,Croatia,CRO,694,-4,2070,6-2 6-2,,,
2010-03-11,Indian Wells Masters,M,3,H,false,56,R64,Rafael Nadal,3,Spain,ESP,3,,2336,Rainer Schuettler,,Germany,GER,90,-2,1807,6-4 6-4,Q,,
2010-01-18,Australian Open,G,5,H,false,52,QF,Andy Murray,5,United Kingdom,GBR,4,14,2348,Rafael Nadal,2,Spain,ESP,2,-14,2350,6-3 7-6(2) 3-0 RET,,RET,
2010-01-18,Australian Open,G,5,H,false,52,R16,Rafael Nadal,2,Spain,ESP,2,4,2346,Ivo Karlovic,,Croatia,CRO,39,-4,2017,6-4 4-6 6-4 6-4,,,
2010-01-18,Australian Open,G,5,H,false,52,R32,Rafael Nadal,2,Spain,ESP,2,3,2343,Philipp Kohlschreiber,27,Germany,GER,26,-4,2027,6-4 6-2 2-6 7-5,,,
2010-01-18,Australian Open,G,5,H,false,52,R64,Rafael Nadal,2,Spain,ESP,2,1,2342,Lukas Lacko,,Slovakia,SVK,75,-1,1770,6-2 6-2 6-2,,,
2010-01-18,Australian Open,G,5,H,false,52,R128,Rafael Nadal,2,Spain,ESP,2,1,2341,Peter Luczak,,Australia,AUS,70,-2,1751,7-6(0) 6-1 6-4,,,
2010-01-04,Doha,B,3,H,false,49,F,Nikolay Davydenko,3,Russian Federation,RUS,6,12,2274,Rafael Nadal,2,Spain,ESP,2,-12,2353,0-6 7-6(8) 6-4,,,
2010-01-04,Doha,B,3,H,false,49,SF,Rafael Nadal,2,Spain,ESP,2,1,2352,Viktor Troicki,5,Serbia,SRB,29,-2,1970,6-1 6-3,,,
2010-01-04,Doha,B,3,H,false,49,QF,Rafael Nadal,2,Spain,ESP,2,1,2351,Steve Darcis,,Belgium,BEL,122,-1,1806,6-1 2-0 RET,Q,RET,
2010-01-04,Doha,B,3,H,false,49,R16,Rafael Nadal,2,Spain,ESP,2,1,2350,Potito Starace,,Italy,ITA,62,-2,1846,6-2 6-2,,,
2010-01-04,Doha,B,3,H,false,49,R32,Rafael Nadal,2,Spain,ESP,2,1,2349,Simone Bolelli,,Italy,ITA,93,-2,1884,6-3 6-3,,,
2009-12-04,Davis Cup WG,D,3,C,false,,F,Rafael Nadal,,Spain,ESP,2,1,2348,Jan Hajek,,Czech Republic,CZE,102,-2,1773,6-3 6-4,,,
2009-12-04,Davis Cup WG,D,5,C,false,,F,Rafael Nadal,,Spain,ESP,2,3,2345,Tomas Berdych,,Czech Republic,CZE,20,-4,2058,7-5 6-0 6-2,,,
2009-11-22,Tour Finals,F,3,H,true,94,RR,Nikolay Davydenko,,Russian Federation,RUS,7,16,2208,Rafael Nadal,,Spain,ESP,2,-15,2360,6-1 7-6(4),,,
2009-11-22,Tour Finals,F,3,H,true,94,RR,Novak Djokovic,,Serbia,SRB,3,11,2351,Rafael Nadal,,Spain,ESP,2,-12,2372,7-6(5) 6-3,,,
2009-11-22,Tour Finals,F,3,H,true,94,RR,Robin Soderling,,Sweden,SWE,9,18,2173,Rafael Nadal,,Spain,ESP,2,-17,2389,6-4 6-4,,,
2009-11-08,Paris Masters,M,3,H,true,85,SF,Novak Djokovic,3,Serbia,SRB,3,13,2341,Rafael Nadal,2,Spain,ESP,2,-13,2402,6-2 6-3,,,
2009-11-08,Paris Masters,M,3,H,true,85,QF,Rafael Nadal,2,Spain,ESP,2,4,2398,Jo Wilfried Tsonga,8,France,FRA,9,-4,2132,7-5 7-5,,,
2009-11-08,Paris Masters,M,3,H,true,85,R16,Rafael Nadal,2,Spain,ESP,2,2,2396,Tommy Robredo,14,Spain,ESP,15,-2,2053,6-3 3-6 7-5,,,
2009-11-08,Paris Masters,M,3,H,true,85,R32,Rafael Nadal,2,Spain,ESP,2,2,2394,Nicolas Almagro,,Spain,ESP,27,-2,1986,3-6 7-6(2) 7-5,,,
2009-10-11,Shanghai Masters,M,3,H,false,66,F,Nikolay Davydenko,6,Russian Federation,RUS,8,18,2216,Rafael Nadal,1,Spain,ESP,2,-19,2413,7-6(3) 6-3,,,
2009-10-11,Shanghai Masters,M,3,H,false,66,SF,Rafael Nadal,1,Spain,ESP,2,2,2411,Feliciano Lopez,,Spain,ESP,41,-1,1930,6-1 3-0 RET,,RET,
2009-10-11,Shanghai Masters,M,3,H,false,66,QF,Rafael Nadal,1,Spain,ESP,2,2,2409,Ivan Ljubicic,,Croatia,CRO,37,-2,2015,3-6 6-3 RET,,RET,
2009-10-11,Shanghai Masters,M,3,H,false,66,R16,Rafael Nadal,1,Spain,ESP,2,2,2407,Tommy Robredo,14,Spain,ESP,15,-3,2042,6-1 6-4,,,
2009-10-11,Shanghai Masters,M,3,H,false,66,R32,Rafael Nadal,1,Spain,ESP,2,2,2405,James Blake,,United States,USA,26,-2,2015,6-2 6-7(4) 6-4,,,
2009-10-05,Beijing,A,3,H,false,58,SF,Marin Cilic,8,Croatia,CRO,15,18,2092,Rafael Nadal,1,Spain,ESP,2,-17,2422,6-1 6-3,,,
2009-10-05,Beijing,A,3,H,false,58,QF,Rafael Nadal,1,Spain,ESP,2,1,2421,Marat Safin,,Russian Federation,RUS,59,-1,1912,6-3 6-1,WC,,
2009-10-05,Beijing,A,3,H,false,58,R16,Rafael Nadal,1,Spain,ESP,2,1,2420,James Blake,,United States,USA,24,-2,2008,7-5 6-7(4) 6-3,,,
2009-10-05,Beijing,A,3,H,false,58,R32,Rafael Nadal,1,Spain,ESP,2,1,2419,Marcos Baghdatis,,Cyprus,CYP,90,-1,1975,6-4 3-6 6-4,WC,,
2009-08-31,US Open,G,5,H,false,56,SF,Juan Martin Del Potro,6,Argentina,ARG,6,20,2286,Rafael Nadal,3,Spain,ESP,3,-20,2439,6-2 6-2 6-2,,,
2009-08-31,US Open,G,5,H,false,56,QF,Rafael Nadal,3,Spain,ESP,3,5,2434,Fernando Gonzalez,11,Chile,CHI,11,-5,2174,7-6(4) 7-6(2) 6-0,,,
2009-08-31,US Open,G,5,H,false,56,R16,Rafael Nadal,3,Spain,ESP,3,3,2431,Gael Monfils,13,France,FRA,13,-4,2098,6-7(3) 6-3 6-1 6-3,,,
2009-08-31,US Open,G,5,H,false,56,R32,Rafael Nadal,3,Spain,ESP,3,2,2429,Nicolas Almagro,32,Spain,ESP,33,-2,1993,7-5 6-4 6-4,,,
2009-08-31,US Open,G,5,H,false,56,R64,Rafael Nadal,3,Spain,ESP,3,2,2427,Nicolas Kiefer,,Germany,GER,129,-2,1981,6-0 3-6 6-3 6-4,,,
2009-08-31,US Open,G,5,H,false,56,R128,Rafael Nadal,3,Spain,ESP,3,2,2425,Richard Gasquet,,France,FRA,46,-3,2056,6-2 6-2 6-3,,,
2009-08-16,Cincinnati Masters,M,3,H,false,85,SF,Novak Djokovic,4,Serbia,SRB,4,16,2273,Rafael Nadal,2,Spain,ESP,3,-16,2441,6-1 6-4,,,
2009-08-16,Cincinnati Masters,M,3,H,false,85,QF,Rafael Nadal,2,Spain,ESP,3,3,2438,Tomas Berdych,,Czech Republic,CZE,18,-2,2061,6-4 7-5,,,
2009-08-16,Cincinnati Masters,M,3,H,false,85,R16,Rafael Nadal,2,Spain,ESP,3,1,2437,Paul Henri Mathieu,,France,FRA,31,-1,1975,7-5 6-2,,,
2009-08-16,Cincinnati Masters,M,3,H,false,85,R32,Rafael Nadal,2,Spain,ESP,3,1,2436,Andreas Seppi,,Italy,ITA,45,-1,1955,7-6(4) 7-6(3),,,
2009-08-10,Canada Masters,M,3,H,false,73,QF,Juan Martin Del Potro,6,Argentina,ARG,6,16,2243,Rafael Nadal,2,Spain,ESP,2,-16,2452,7-6(5) 6-1,,,
2009-08-10,Canada Masters,M,3,H,false,73,R16,Rafael Nadal,2,Spain,ESP,2,1,2451,Philipp Petzschner,,Germany,GER,45,-1,1903,6-3 6-2,,,
2009-08-10,Canada Masters,M,3,H,false,73,R32,Rafael Nadal,2,Spain,ESP,2,2,2449,David Ferrer,,Spain,ESP,19,-2,2073,4-3 RET,,RET,
2009-05-25,Roland Garros,G,5,C,false,51,R16,Robin Soderling,23,Sweden,SWE,25,24,2049,Rafael Nadal,1,Spain,ESP,1,-24,2474,6-2 6-7(2) 6-4 7-6(2),,,
2009-05-25,Roland Garros,G,5,C,false,51,R32,Rafael Nadal,1,Spain,ESP,1,3,2471,Lleyton Hewitt,,Australia,AUS,48,-3,2070,6-1 6-3 6-1,,,
2009-05-25,Roland Garros,G,5,C,false,51,R64,Rafael Nadal,1,Spain,ESP,1,,2471,Teymuraz Gabashvili,,Russian Federation,RUS,72,,1835,6-1 6-4 6-2,,,
2009-05-25,Roland Garros,G,5,C,false,51,R128,Rafael Nadal,1,Spain,ESP,1,1,2470,Marcos Daniel,,Brazil,BRA,97,-1,1726,7-5 6-4 6-3,Q,,
2009-05-10,Madrid Masters,M,3,C,false,56,F,Roger Federer,2,Switzerland,SUI,2,17,2357,Rafael Nadal,1,Spain,ESP,1,-17,2487,6-4 6-4,,,
2009-05-10,Madrid Masters,M,3,C,false,56,SF,Rafael Nadal,1,Spain,ESP,1,6,2481,Novak Djokovic,3,Serbia,SRB,4,-6,2310,3-6 7-6(5) 7-6(9),,,
2009-05-10,Madrid Masters,M,3,C,false,56,QF,Rafael Nadal,1,Spain,ESP,1,3,2478,Fernando Verdasco,7,Spain,ESP,8,-3,2168,6-4 7-5,,,
2009-05-10,Madrid Masters,M,3,C,false,56,R16,Rafael Nadal,1,Spain,ESP,1,1,2477,Philipp Kohlschreiber,,Germany,GER,35,-1,2028,W/O,,W/O,
2009-05-10,Madrid Masters,M,3,C,false,56,R32,Rafael Nadal,1,Spain,ESP,1,,2477,Jurgen Melzer,,Austria,AUT,27,-1,1932,6-3 6-1,,,
2009-04-27,Rome Masters,M,3,C,false,33,F,Rafael Nadal,1,Spain,ESP,1,7,2470,Novak Djokovic,3,Serbia,SRB,3,-7,2303,7-6(2) 6-2,,,
2009-04-27,Rome Masters,M,3,C,false,33,SF,Rafael Nadal,1,Spain,ESP,1,3,2467,Fernando Gonzalez,12,Chile,CHI,13,-3,2153,6-3 6-3,,,
2009-04-27,Rome Masters,M,3,C,false,33,QF,Rafael Nadal,1,Spain,ESP,1,3,2464,Fernando Verdasco,6,Spain,ESP,8,-3,2159,6-3 6-3,,,
2009-04-27,Rome Masters,M,3,C,false,33,R16,Rafael Nadal,1,Spain,ESP,1,2,2462,Robin Soderling,,Sweden,SWE,27,-2,2024,6-1 6-0,,,
2009-04-27,Rome Masters,M,3,C,false,33,R32,Rafael Nadal,1,Spain,ESP,1,1,2461,Andreas Seppi,,Italy,ITA,37,-1,1921,6-2 6-3,,,
2009-04-20,Barcelona,A,3,C,false,45,F,Rafael Nadal,1,Spain,ESP,1,3,2458,David Ferrer,4,Spain,ESP,13,-3,2129,6-2 7-5,,,
2009-04-20,Barcelona,A,3,C,false,45,SF,Rafael Nadal,1,Spain,ESP,1,3,2455,Nikolay Davydenko,3,Russian Federation,RUS,8,-3,2157,6-3 6-2,,,
2009-04-20,Barcelona,A,3,C,false,45,QF,Rafael Nadal,1,Spain,ESP,1,1,2454,David Nalbandian,7,Argentina,ARG,15,-1,2144,W/O,,W/O,
2009-04-20,Barcelona,A,3,C,false,45,R16,Rafael Nadal,1,Spain,ESP,1,,2454,Christophe Rochus,,Belgium,BEL,61,-1,1817,6-2 6-0,,,
2009-04-20,Barcelona,A,3,C,false,45,R32,Rafael Nadal,1,Spain,ESP,1,1,2453,Frederico Gil,,Portugal,POR,75,-1,1866,6-2 6-2,Q,,
2009-04-12,Monte Carlo Masters,M,3,C,false,17,F,Rafael Nadal,1,Spain,ESP,1,7,2446,Novak Djokovic,3,Serbia,SRB,3,-7,2283,6-3 2-6 6-1,,,
2009-04-12,Monte Carlo Masters,M,3,C,false,17,SF,Rafael Nadal,1,Spain,ESP,1,8,2438,Andy Murray,4,United Kingdom,GBR,4,-8,2360,6-2 7-6(4),,,
2009-04-12,Monte Carlo Masters,M,3,C,false,17,QF,Rafael Nadal,1,Spain,ESP,1,2,2436,Ivan Ljubicic,,Croatia,CRO,66,-2,1984,6-3 6-3,WC,,
2009-04-12,Monte Carlo Masters,M,3,C,false,17,R16,Rafael Nadal,1,Spain,ESP,1,1,2435,Nicolas Lapentti,,Ecuador,ECU,98,-1,1898,6-3 6-0,Q,,
2009-04-12,Monte Carlo Masters,M,3,C,false,17,R32,Rafael Nadal,1,Spain,ESP,1,1,2434,Juan Ignacio Chela,,Argentina,ARG,167,-1,1923,6-2 6-3,,,
2009-03-25,Miami Masters,M,3,H,false,53,QF,Juan Martin Del Potro,6,Argentina,ARG,7,17,2156,Rafael Nadal,1,Spain,ESP,1,-18,2452,6-4 3-6 7-6(3),,,
2009-03-25,Miami Masters,M,3,H,false,53,R16,Rafael Nadal,1,Spain,ESP,1,2,2450,Stan Wawrinka,16,Switzerland,SUI,17,-2,2052,7-6(2) 7-6(4),,,
2009-03-25,Miami Masters,M,3,H,false,53,R32,Rafael Nadal,1,Spain,ESP,1,,2450,Frederico Gil,,Portugal,POR,74,-1,1845,7-5 6-3,Q,,
2009-03-25,Miami Masters,M,3,H,false,53,R64,Rafael Nadal,1,Spain,ESP,1,1,2449,Teymuraz Gabashvili,,Russian Federation,RUS,72,-1,1845,6-2 6-2,,,
2009-03-12,Indian Wells Masters,M,3,H,false,53,F,Rafael Nadal,1,Spain,ESP,1,9,2440,Andy Murray,4,United Kingdom,GBR,4,-9,2336,6-1 6-2,,,
2009-03-12,Indian Wells Masters,M,3,H,false,53,SF,Rafael Nadal,1,Spain,ESP,1,5,2435,Andy Roddick,7,United States,USA,7,-6,2249,6-4 7-6(4),,,
2009-03-12,Indian Wells Masters,M,3,H,false,53,QF,Rafael Nadal,1,Spain,ESP,1,4,2431,Juan Martin Del Potro,6,Argentina,ARG,6,-4,2143,6-2 6-4,,,
2009-03-12,Indian Wells Masters,M,3,H,false,53,R16,Rafael Nadal,1,Spain,ESP,1,3,2428,David Nalbandian,14,Argentina,ARG,14,-3,2156,3-6 7-6(5) 6-0,,,
2009-03-12,Indian Wells Masters,M,3,H,false,53,R32,Rafael Nadal,1,Spain,ESP,1,1,2427,Dmitry Tursunov,26,Russian Federation,RUS,27,-1,1975,6-3 6-3,,,
2009-03-12,Indian Wells Masters,M,3,H,false,53,R64,Rafael Nadal,1,Spain,ESP,1,1,2426,Michael Berrer,,Germany,GER,112,-1,1759,6-2 6-1,Q,,
2009-03-06,Davis Cup WG,D,5,C,false,,R16,Rafael Nadal,,Spain,ESP,1,5,2421,Novak Djokovic,,Serbia,SRB,3,-5,2250,6-4 6-4 6-1,,,
2009-03-06,Davis Cup WG,D,5,C,false,,R16,Rafael Nadal,,Spain,ESP,1,1,2420,Janko Tipsarevic,,Serbia,SRB,47,-1,1926,6-1 6-0 6-2,,,
2009-02-09,Rotterdam,A,3,H,true,75,F,Andy Murray,2,United Kingdom,GBR,4,15,2303,Rafael Nadal,1,Spain,ESP,1,-15,2435,6-3 4-6 6-0,,,
2009-02-09,Rotterdam,A,3,H,true,75,SF,Rafael Nadal,1,Spain,ESP,1,2,2433,Gael Monfils,5,France,FRA,12,-3,2107,6-4 6-4,,,
2009-02-09,Rotterdam,A,3,H,true,75,QF,Rafael Nadal,1,Spain,ESP,1,3,2430,Jo Wilfried Tsonga,7,France,FRA,13,-3,2142,6-4 6-7(5) 6-4,,,
2009-02-09,Rotterdam,A,3,H,true,75,R16,Rafael Nadal,1,Spain,ESP,1,1,2429,Grigor Dimitrov,,Bulgaria,BUL,478,,1677,7-5 3-6 6-2,WC,,
2009-02-09,Rotterdam,A,3,H,true,75,R32,Rafael Nadal,1,Spain,ESP,1,,2429,Simone Bolelli,,Italy,ITA,37,-1,1919,4-6 6-2 7-5,,,
2009-01-19,Australian Open,G,5,H,false,53,F,Rafael Nadal,1,Spain,ESP,1,15,2414,Roger Federer,2,Switzerland,SUI,2,-14,2378,7-5 3-6 7-6(3) 3-6 6-2,,,
2009-01-19,Australian Open,G,5,H,false,53,SF,Rafael Nadal,1,Spain,ESP,1,4,2410,Fernando Verdasco,14,Spain,ESP,15,-5,2115,6-7(4) 6-4 7-6(2) 6-7(1) 6-4,,,
2009-01-19,Australian Open,G,5,H,false,53,QF,Rafael Nadal,1,Spain,ESP,1,5,2405,Gilles Simon,6,France,FRA,8,-5,2129,6-2 7-5 7-5,,,
2009-01-19,Australian Open,G,5,H,false,53,R16,Rafael Nadal,1,Spain,ESP,1,4,2401,Fernando Gonzalez,13,Chile,CHI,14,-4,2110,6-3 6-2 6-4,,,
2009-01-19,Australian Open,G,5,H,false,53,R32,Rafael Nadal,1,Spain,ESP,1,3,2398,Tommy Haas,,Germany,GER,79,-3,2052,6-4 6-2 6-2,,,
2009-01-19,Australian Open,G,5,H,false,53,R64,Rafael Nadal,1,Spain,ESP,1,,2398,Roko Karanusic,,Croatia,CRO,92,-1,1753,6-2 6-3 6-2,,,
2009-01-19,Australian Open,G,5,H,false,53,R128,Rafael Nadal,1,Spain,ESP,1,1,2397,Christophe Rochus,,Belgium,BEL,75,-1,1763,6-0 6-2 6-2,,,
2009-01-05,Doha,B,3,H,false,51,QF,Gael Monfils,5,France,FRA,13,15,2080,Rafael Nadal,1,Spain,ESP,1,-15,2412,6-4 6-4,,,
2009-01-05,Doha,B,3,H,false,51,R16,Rafael Nadal,1,Spain,ESP,1,1,2411,Karol Beck,,Slovakia,SVK,144,-1,1822,6-1 6-2,Q,,
2009-01-05,Doha,B,3,H,false,51,R32,Rafael Nadal,1,Spain,ESP,1,1,2410,Fabrice Santoro,,France,FRA,51,-2,1950,6-0 6-1,,,
2008-10-26,Paris Masters,M,3,H,true,78,QF,Nikolay Davydenko,6,Russian Federation,RUS,6,18,2114,Rafael Nadal,1,Spain,ESP,1,-18,2429,6-1 RET,,RET,
2008-10-26,Paris Masters,M,3,H,true,78,R16,Rafael Nadal,1,Spain,ESP,1,2,2427,Gael Monfils,16,France,FRA,16,-2,2078,6-3 6-2,,,
2008-10-26,Paris Masters,M,3,H,true,78,R32,Rafael Nadal,1,Spain,ESP,1,1,2426,Florent Serra,,France,FRA,63,-1,1861,6-2 6-4,LL,,
2008-10-12,Madrid Masters,M,3,H,true,84,SF,Gilles Simon,,France,FRA,16,20,2075,Rafael Nadal,1,Spain,ESP,1,-20,2446,3-6 7-5 7-6(6),,,
2008-10-12,Madrid Masters,M,3,H,true,84,QF,Rafael Nadal,1,Spain,ESP,1,2,2444,Feliciano Lopez,,Spain,ESP,40,-1,1963,6-4 6-4,,,
2008-10-12,Madrid Masters,M,3,H,true,84,R16,Rafael Nadal,1,Spain,ESP,1,1,2443,Richard Gasquet,15,France,FRA,14,-2,2053,6-4 6-2,,,
2008-10-12,Madrid Masters,M,3,H,true,84,R32,Rafael Nadal,1,Spain,ESP,1,2,2441,Ernests Gulbis,,Latvia,LAT,54,-1,1974,7-5 3-6 6-3,,,
2008-09-19,Davis Cup WG,D,5,C,false,,SF,Rafael Nadal,,Spain,ESP,1,4,2437,Andy Roddick,,United States,USA,8,-3,2189,6-4 6-0 6-4,,,
2008-09-19,Davis Cup WG,D,5,C,false,,SF,Rafael Nadal,,Spain,ESP,1,1,2436,Sam Querrey,,United States,USA,39,-2,1951,6-7(5) 6-4 6-3 6-4,,,
2008-08-25,US Open,G,5,H,false,64,SF,Andy Murray,6,United Kingdom,GBR,6,23,2220,Rafael Nadal,1,Spain,ESP,1,-23,2459,6-2 7-6(5) 4-6 6-4,,,
2008-08-25,US Open,G,5,H,false,64,QF,Rafael Nadal,1,Spain,ESP,1,2,2457,Mardy Fish,,United States,USA,35,-3,2018,3-6 6-1 6-4 6-2,,,
2008-08-25,US Open,G,5,H,false,64,R16,Rafael Nadal,1,Spain,ESP,1,1,2456,Sam Querrey,,United States,USA,55,-1,1962,6-2 5-7 7-6(2) 6-3,,,
2008-08-25,US Open,G,5,H,false,64,R32,Rafael Nadal,1,Spain,ESP,1,1,2455,Viktor Troicki,,Serbia,SRB,71,-1,1893,6-4 6-3 6-0,,,
2008-08-25,US Open,G,5,H,false,64,R64,Rafael Nadal,1,Spain,ESP,1,1,2454,Ryler Deheart,,United States,USA,261,,1756,6-1 6-2 6-4,Q,,
2008-08-25,US Open,G,5,H,false,64,R128,Rafael Nadal,1,Spain,ESP,1,,2454,Bjorn Phau,,Germany,GER,136,-1,1731,7-6(4) 6-3 7-6(4),Q,,
2008-08-11,Beijing Olympics,O,5,H,false,56,F,Rafael Nadal,2,Spain,ESP,2,3,2451,Fernando Gonzalez,12,Chile,CHI,15,-3,2104,6-3 7-6(2) 6-3,,,
2008-08-11,Beijing Olympics,O,3,H,false,56,SF,Rafael Nadal,2,Spain,ESP,2,6,2445,Novak Djokovic,3,Serbia,SRB,3,-6,2286,6-4 1-6 6-4,,,
2008-08-11,Beijing Olympics,O,3,H,false,56,QF,Rafael Nadal,2,Spain,ESP,2,1,2444,Jurgen Melzer,,Austria,AUT,51,-2,1939,6-0 6-4,,,
2008-08-11,Beijing Olympics,O,3,H,false,56,R16,Rafael Nadal,2,Spain,ESP,2,2,2442,Igor Andreev,,Russian Federation,RUS,23,-1,2041,6-4 6-2,,,
2008-08-11,Beijing Olympics,O,3,H,false,56,R32,Rafael Nadal,2,Spain,ESP,2,2,2440,Lleyton Hewitt,,Australia,AUS,38,-2,2111,6-1 6-2,,,
2008-08-11,Beijing Olympics,O,3,H,false,56,R64,Rafael Nadal,2,Spain,ESP,2,1,2439,Potito Starace,,Italy,ITA,74,-1,1866,6-2 3-6 6-2,,,
2008-07-28,Cincinnati Masters,M,3,H,false,80,SF,Novak Djokovic,3,Serbia,SRB,3,16,2274,Rafael Nadal,2,Spain,ESP,2,-17,2456,6-1 7-5,,,
2008-07-28,Cincinnati Masters,M,3,H,false,80,QF,Rafael Nadal,2,Spain,ESP,2,1,2455,Nicolas Lapentti,,Ecuador,ECU,89,-1,1896,7-6(3) 6-1,,,
2008-07-28,Cincinnati Masters,M,3,H,false,80,R16,Rafael Nadal,2,Spain,ESP,2,2,2453,Tommy Haas,,Germany,GER,42,-2,2066,6-4 7-6(0),,,
2008-07-28,Cincinnati Masters,M,3,H,false,80,R32,Rafael Nadal,2,Spain,ESP,2,1,2452,Florent Serra,,France,FRA,84,,1848,6-0 6-1,,,
2008-07-21,Canada Masters,M,3,H,false,61,F,Rafael Nadal,2,Spain,ESP,2,2,2450,Nicolas Kiefer,,Germany,GER,37,-2,2090,6-3 6-2,,,
2008-07-21,Canada Masters,M,3,H,false,61,SF,Rafael Nadal,2,Spain,ESP,2,4,2446,Andy Murray,8,United Kingdom,GBR,9,-3,2174,7-6(2) 6-3,,,
2008-07-21,Canada Masters,M,3,H,false,61,QF,Rafael Nadal,2,Spain,ESP,2,2,2444,Richard Gasquet,10,France,FRA,12,-2,2072,6-7(12) 6-2 6-1,,,
2008-07-21,Canada Masters,M,3,H,false,61,R16,Rafael Nadal,2,Spain,ESP,2,2,2442,Igor Andreev,,Russian Federation,RUS,26,-2,2027,6-2 7-6(1),,,
2008-07-21,Canada Masters,M,3,H,false,61,R32,Rafael Nadal,2,Spain,ESP,2,,2442,Jesse Levine,,Canada,CAN,123,-1,1737,6-4 6-2,Q,,
2008-06-23,Wimbledon,G,5,G,false,79,F,Rafael Nadal,2,Spain,ESP,2,16,2426,Roger Federer,1,Switzerland,SUI,1,-16,2422,6-4 6-4 6-7(5) 6-7(8) 9-7,,,
2008-06-23,Wimbledon,G,5,G,false,79,SF,Rafael Nadal,2,Spain,ESP,2,1,2425,Rainer Schuettler,,Germany,GER,94,-2,1882,6-1 7-6(3) 6-4,,,
2008-06-23,Wimbledon,G,5,G,false,79,QF,Rafael Nadal,2,Spain,ESP,2,5,2420,Andy Murray,11,United Kingdom,GBR,11,-5,2153,6-3 6-2 6-4,,,
2008-06-23,Wimbledon,G,5,G,false,79,R16,Rafael Nadal,2,Spain,ESP,2,3,2417,Mikhail Youzhny,16,Russian Federation,RUS,17,-3,2052,6-3 6-3 6-1,,,
2008-06-23,Wimbledon,G,5,G,false,79,R32,Rafael Nadal,2,Spain,ESP,2,3,2414,Nicolas Kiefer,30,Germany,GER,32,-2,2046,7-6(3) 6-2 6-3,,,
2008-06-23,Wimbledon,G,5,G,false,79,R64,Rafael Nadal,2,Spain,ESP,2,1,2413,Ernests Gulbis,,Latvia,LAT,48,-2,1933,5-7 6-2 7-6(2) 6-3,,,
2008-06-23,Wimbledon,G,5,G,false,79,R128,Rafael Nadal,2,Spain,ESP,2,1,2412,Andreas Beck,,Germany,GER,122,-1,1712,6-4 6-4 7-6(0),Q,,
